County,location_type,gender,education_level,marital_status,adults,financially_excluded,age,is_youth,is_rural_youth
Turkana,Rural,Female,None ,Divorced/separated,1 adult Household,0,48,0,0
Siaya,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,24,1,1
Kisii,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,55,0,0
Siaya,Urban,Male,University completed ,Married/Living with partner,1 adult Household,0,30,1,0
Machakos,Rural,Female,Some primary ,Single/Never Married,1 adult Household,1,39,0,0
Kisumu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,37,0,0
Nakuru,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,0,23,1,1
Isiolo,Rural,Female,None ,Married/Living with partner,1 adult Household,0,65,0,0
Tana River,Urban,Female,None ,Widowed,1 adult Household,0,58,0,0
Lamu,Urban,Male,Some secondary,Single/Never Married,>1 adult Household,1,19,1,0
Kilifi,Urban,Male,University completed ,Married/Living with partner,1 adult Household,0,49,0,0
Bomet,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,36,0,0
Turkana,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,29,1,0
Bomet,Urban,Female,None ,Widowed,1 adult Household,1,70,0,0
Isiolo,Urban,Male,Completed technical training after secondary school,Married/Living with partner,1 adult Household,0,35,1,0
Narok,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,37,0,0
Isiolo,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,53,0,0
Makueni,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Narok,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,30,1,1
Nakuru,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,18,1,1
Murang'a,Rural,Male,Some primary ,Divorced/separated,>1 adult Household,0,40,0,0
Narok,Rural,Male,None ,Widowed,>1 adult Household,1,32,1,1
Vihiga,Rural,Male,Some university,Single/Never Married,>1 adult Household,0,21,1,1
Narok,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,46,0,0
Bomet,Urban,Female,Some primary ,Married/Living with partner,>1 adult Household,0,35,1,0
Meru,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,39,0,0
Kwale,Rural,Female,None ,Widowed,>1 adult Household,0,37,0,0
Uasin Gishu,Rural,Male,Some primary ,Married/Living with partner,1 adult Household,0,37,0,0
Kajiado,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,40,0,0
Laikipia,Urban,Male,Some primary ,Divorced/separated,>1 adult Household,0,50,0,0
Kakamega,Urban,Male,Some technical training after secondary school,Divorced/separated,>1 adult Household,0,37,0,0
Embu,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,54,0,0
Homabay,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,21,1,1
Kirinyaga,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,41,0,0
Kwale,Rural,Male,None ,Divorced/separated,1 adult Household,1,50,0,0
Siaya,Rural,Female,Primary completed,Widowed,1 adult Household,0,70,0,0
Embu,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,41,0,0
Vihiga,Urban,Male,Some university,Single/Never Married,1 adult Household,0,26,1,0
Narok,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,28,1,1
Lamu,Rural,Male,Primary completed,Married/Living with partner,1 adult Household,0,25,1,1
Nandi,Rural,Female,None ,Widowed,1 adult Household,1,70,0,0
Kericho,Urban,Female,Primary completed,Married/Living with partner,1 adult Household,0,28,1,0
Mombasa,Urban,Male,None ,Divorced/separated,1 adult Household,1,35,1,0
Trans Nzoia,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,43,0,0
Uasin Gishu,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,1,18,1,1
Homabay,Rural,Female,Primary completed,Widowed,>1 adult Household,0,62,0,0
Wajir,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,45,0,0
Lamu,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,27,1,0
Machakos,Rural,Female,Secondary completed ,Married/Living with partner,1 adult Household,0,49,0,0
Siaya,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,27,1,1
Kilifi,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,0,30,1,0
Kisii,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,30,1,1
Siaya,Rural,Female,Some primary ,Widowed,>1 adult Household,0,44,0,0
Embu,Urban,Male,Some primary ,Divorced/separated,1 adult Household,0,35,1,0
Embu,Rural,Female,Primary completed,Widowed,>1 adult Household,0,70,0,0
Nandi,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,29,1,0
Isiolo,Rural,Female,None ,Widowed,>1 adult Household,0,50,0,0
Marsabit,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,49,0,0
Narok,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,36,0,0
Uasin Gishu,Urban,Female,Some primary ,Single/Never Married,1 adult Household,0,24,1,0
Nakuru,Urban,Male,Some secondary,Single/Never Married,>1 adult Household,1,22,1,0
West Pokot,Urban,Female,Some primary ,Divorced/separated,1 adult Household,0,37,0,0
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,40,0,0
Wajir,Urban,Female,None ,Widowed,>1 adult Household,0,48,0,0
Murang'a,Urban,Female,None ,Widowed,1 adult Household,0,75,0,0
Samburu,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,32,1,0
Lamu,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,58,0,0
Nakuru,Urban,Female,Primary completed,Widowed,1 adult Household,0,50,0,0
Siaya,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,1,18,1,0
Kiambu,Urban,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,39,0,0
Kirinyaga,Rural,Female,Some primary ,Widowed,1 adult Household,0,77,0,0
Trans Nzoia,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,24,1,1
Kisumu,Rural,Male,University completed ,Single/Never Married,1 adult Household,0,25,1,1
Wajir,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,54,0,0
Wajir,Urban,Female,None ,Widowed,>1 adult Household,0,60,0,0
Wajir,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,38,0,0
Busia,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,39,0,0
Nakuru,Urban,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,18,1,0
Marsabit,Urban,Female,Some technical training after secondary school,Single/Never Married,>1 adult Household,0,23,1,0
Turkana,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,21,1,1
Kakamega,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,40,0,0
West Pokot,Rural,Female,Secondary completed ,Single/Never Married,1 adult Household,0,21,1,1
Nyandarua,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,18,1,1
Turkana,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,30,1,1
Trans Nzoia,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,21,1,1
Makueni,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,70,0,0
Trans Nzoia,Urban,Male,Primary completed,Married/Living with partner,1 adult Household,0,36,0,0
West Pokot,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,0,26,1,0
Kiambu,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,29,1,1
Kericho,Urban,Female,Some university,Single/Never Married,1 adult Household,0,23,1,0
Vihiga,Rural,Female,None ,Widowed,1 adult Household,0,70,0,0
Kisumu,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,40,0,0
Bungoma,Rural,Female,Completed technical training after secondary school,Married/Living with partner,1 adult Household,0,30,1,1
Nyamira,Rural,Female,Some primary ,Divorced/separated,>1 adult Household,0,28,1,1
West Pokot,Rural,Male,Some technical training after secondary school,Single/Never Married,>1 adult Household,0,20,1,1
Kiambu,Urban,Male,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,24,1,0
Kajiado,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,1,25,1,0
Nandi,Urban,Male,Some university,Married/Living with partner,>1 adult Household,0,26,1,0
Homabay,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,21,1,0
West Pokot,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,51,0,0
Taita-Taveta,Rural,Male,Primary completed,Single/Never Married,1 adult Household,0,69,0,0
Kajiado,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,37,0,0
Kilifi,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,1,19,1,1
Kiambu,Rural,Male,Some technical training after secondary school,Married/Living with partner,>1 adult Household,0,40,0,0
Kericho,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,59,0,0
Tharaka-Nithi,Rural,Female,Secondary completed ,Single/Never Married,1 adult Household,1,18,1,1
Homabay,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,28,1,1
Nakuru,Rural,Male,Primary completed,Single/Never Married,>1 adult Household,0,21,1,1
West Pokot,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,37,0,0
Homabay,Rural,Female,Primary completed,Widowed,>1 adult Household,0,57,0,0
Vihiga,Rural,Female,Secondary completed ,Divorced/separated,>1 adult Household,0,47,0,0
Nyamira,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,35,1,1
Nairobi City,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,25,1,0
Nyeri,Urban,Female,None ,Widowed,>1 adult Household,0,72,0,0
Machakos,Urban,Male,Secondary completed ,Divorced/separated,1 adult Household,0,54,0,0
Machakos,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,27,1,1
Makueni,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,45,0,0
Nakuru,Urban,Male,Some university,Single/Never Married,>1 adult Household,0,18,1,0
Kericho,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,71,0,0
West Pokot,Rural,Female,None ,Widowed,>1 adult Household,1,48,0,0
Machakos,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,0,27,1,1
Tana River,Urban,Male,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,25,1,0
Murang'a,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,50,0,0
Tharaka-Nithi,Rural,Female,Some primary ,Divorced/separated,1 adult Household,0,35,1,1
Wajir,Rural,Female,Some secondary,Married/Living with partner,>1 adult Household,0,20,1,1
Laikipia,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,33,1,1
Nyeri,Rural,Female,Some primary ,Widowed,1 adult Household,0,80,0,0
Nyandarua,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,47,0,0
Busia,Rural,Male,Primary completed,Married/Living with partner,1 adult Household,0,31,1,1
Vihiga,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,31,1,1
Garissa,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,30,1,0
Nandi,Rural,Female,Some primary ,Widowed,>1 adult Household,0,32,1,1
Taita-Taveta,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,0,34,1,1
Elgeyo-Marakwet,Rural,Female,Some primary ,Married/Living with partner,1 adult Household,0,67,0,0
Murang'a,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,30,1,1
Laikipia,Rural,Female,Some primary ,Widowed,1 adult Household,0,78,0,0
Machakos,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,74,0,0
Kwale,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,28,1,0
Machakos,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,23,1,0
Siaya,Rural,Female,Some primary ,Widowed,1 adult Household,0,52,0,0
Kwale,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,55,0,0
Kilifi,Rural,Male,Primary completed,Married/Living with partner,1 adult Household,0,31,1,1
Kirinyaga,Rural,Male,Some technical training after secondary school,Married/Living with partner,>1 adult Household,0,42,0,0
Kakamega,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,1,20,1,1
Baringo,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,30,1,1
Kilifi,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,71,0,0
Baringo,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,22,1,0
Kakamega,Urban,Male,Some primary ,Married/Living with partner,1 adult Household,0,33,1,0
Nakuru,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,25,1,0
Taita-Taveta,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,40,0,0
Nyeri,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,34,1,1
Taita-Taveta,Urban,Male,Some secondary,Divorced/separated,1 adult Household,0,59,0,0
Isiolo,Rural,Female,None ,Widowed,>1 adult Household,0,65,0,0
Machakos,Rural,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,44,0,0
Kajiado,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,1,71,0,0
Nyeri,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,78,0,0
Bomet,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,32,1,1
Kisii,Rural,Female,Primary completed,Divorced/separated,>1 adult Household,0,40,0,0
Mandera,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,0,20,1,1
Nakuru,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,35,1,1
Garissa,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,1,23,1,1
Bomet,Rural,Female,None ,Widowed,1 adult Household,0,60,0,0
Kericho,Rural,Female,Primary completed,Single/Never Married,1 adult Household,0,30,1,1
Kwale,Rural,Female,Secondary completed ,Single/Never Married,1 adult Household,0,32,1,1
Bomet,Urban,Female,University completed ,Single/Never Married,1 adult Household,0,21,1,0
Kiambu,Urban,Female,Secondary completed ,Divorced/separated,1 adult Household,0,24,1,0
Elgeyo-Marakwet,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,23,1,0
Busia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,36,0,0
Trans Nzoia,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,60,0,0
Machakos,Urban,Male,Some secondary,Married/Living with partner,1 adult Household,0,49,0,0
Taita-Taveta,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,43,0,0
Kisii,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,18,1,1
Kisumu,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,0,18,1,1
Meru,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,35,1,1
Kirinyaga,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,64,0,0
Kisumu,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,25,1,1
Samburu,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,66,0,0
Nyeri,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,27,1,0
Isiolo,Urban,Female,None ,Divorced/separated,1 adult Household,1,32,1,0
Busia,Rural,Male,Some primary ,Widowed,1 adult Household,1,66,0,0
Baringo,Rural,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,54,0,0
Embu,Rural,Male,Some primary ,Widowed,1 adult Household,0,88,0,0
Garissa,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,36,0,0
Kajiado,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,1,32,1,0
Kisii,Urban,Female,Some technical training after secondary school,Single/Never Married,1 adult Household,0,23,1,0
Murang'a,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,27,1,1
Homabay,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,18,1,1
